organism_name,antibiotic_name,antibiotic_route,isolates,value,sample_info,row,column
KLEBSIELLA PNEUMONIAE,Cefepime,#N/A,423,91,#N/A,2,5
KLEBSIELLA PNEUMONIAE,Ceftazidime,#N/A,423,90,#N/A,2,6
KLEBSIELLA PNEUMONIAE,Ceftriaxone,#N/A,423,90,#N/A,2,7
KLEBSIELLA PNEUMONIAE,Ertapenem,#N/A,423,99,#N/A,2,8
KLEBSIELLA PNEUMONIAE,Meropenem,#N/A,423,99,#N/A,2,9
KLEBSIELLA PNEUMONIAE,Ciprofloxacin,#N/A,423,86,#N/A,2,10
KLEBSIELLA PNEUMONIAE,Levofloxacin,#N/A,423,82,#N/A,2,11
KLEBSIELLA PNEUMONIAE,Gentamicin,#N/A,423,97,#N/A,2,12
KLEBSIELLA PNEUMONIAE,Tobramycin,#N/A,423,94,#N/A,2,13
KLEBSIELLA PNEUMONIAE,Amikacin,#N/A,423,100,#N/A,2,14
KLEBSIELLA PNEUMONIAE,Tetracycline,#N/A,423,79,#N/A,2,15
KLEBSIELLA PNEUMONIAE,Trimethoprim/sulfamethoxazole,#N/A,423,85,#N/A,2,17
KLEBSIELLA PNEUMONIAE,Nitrofurantoin,#N/A,423,29,#N/A,2,18
PROTEUS MIRABILIS,Ampicillin,#N/A,207,81,#N/A,3,0
PROTEUS MIRABILIS,Amoxicillin/clavulanate,#N/A,207,99,#N/A,3,1
PROTEUS MIRABILIS,Piperacillin/tazobactam,#N/A,207,100,#N/A,3,3
PROTEUS MIRABILIS,Cefazolin,#N/A,207,87,#N/A,3,4
PROTEUS MIRABILIS,Cefepime,#N/A,207,99,#N/A,3,5
PROTEUS MIRABILIS,Ceftazidime,#N/A,207,99,#N/A,3,6
PROTEUS MIRABILIS,Ceftriaxone,#N/A,207,99,#N/A,3,7
PROTEUS MIRABILIS,Ertapenem,#N/A,207,87,#N/A,3,8
PROTEUS MIRABILIS,Meropenem,#N/A,207,100,#N/A,3,9
PROTEUS MIRABILIS,Ciprofloxacin,#N/A,207,77,#N/A,3,10
PROTEUS MIRABILIS,Levofloxacin,#N/A,207,77,#N/A,3,11
PROTEUS MIRABILIS,Gentamicin,#N/A,207,97,#N/A,3,12
PROTEUS MIRABILIS,Tobramycin,#N/A,207,97,#N/A,3,13
PROTEUS MIRABILIS,Amikacin,#N/A,207,100,#N/A,3,14
PROTEUS MIRABILIS,Trimethoprim/sulfamethoxazole,#N/A,207,85,#N/A,3,17
ENTEROBACTER CLOACAE COMPLEX,Piperacillin/tazobactam,#N/A,121,59,#N/A,4,3
ENTEROBACTER CLOACAE COMPLEX,Cefepime,#N/A,121,98,#N/A,4,5
ENTEROBACTER CLOACAE COMPLEX,Ceftazidime,#N/A,121,60,#N/A,4,6
ENTEROBACTER CLOACAE COMPLEX,Ceftriaxone,#N/A,121,58,#N/A,4,7
ENTEROBACTER CLOACAE COMPLEX,Ertapenem,#N/A,121,84,#N/A,4,8
ENTEROBACTER CLOACAE COMPLEX,Meropenem,#N/A,121,95,#N/A,4,9
ENTEROBACTER CLOACAE COMPLEX,Ciprofloxacin,#N/A,121,93,#N/A,4,10
ENTEROBACTER CLOACAE COMPLEX,Levofloxacin,#N/A,121,88,#N/A,4,11
ENTEROBACTER CLOACAE COMPLEX,Gentamicin,#N/A,121,95,#N/A,4,12
ENTEROBACTER CLOACAE COMPLEX,Tobramycin,#N/A,121,94,#N/A,4,13
ENTEROBACTER CLOACAE COMPLEX,Amikacin,#N/A,121,100,#N/A,4,14
ENTEROBACTER CLOACAE COMPLEX,Tetracycline,#N/A,121,87,#N/A,4,15
ENTEROBACTER CLOACAE COMPLEX,Trimethoprim/sulfamethoxazole,#N/A,121,89,#N/A,4,17
ENTEROBACTER CLOACAE COMPLEX,Nitrofurantoin,#N/A,121,48,#N/A,4,18
KLEBSIELLA OXYTOCA,Amoxicillin/clavulanate,#N/A,84,93,#N/A,5,1
KLEBSIELLA OXYTOCA,Piperacillin/tazobactam,#N/A,84,93,#N/A,5,3
KLEBSIELLA OXYTOCA,Cefazolin,#N/A,84,72,#N/A,5,4
KLEBSIELLA OXYTOCA,Cefepime,#N/A,84,94,#N/A,5,5
KLEBSIELLA OXYTOCA,Ceftazidime,#N/A,84,94,#N/A,5,6
KLEBSIELLA OXYTOCA,Ceftriaxone,#N/A,84,94,#N/A,5,7
KLEBSIELLA OXYTOCA,Ertapenem,#N/A,84,99,#N/A,5,8
KLEBSIELLA OXYTOCA,Meropenem,#N/A,84,100,#N/A,5,9
KLEBSIELLA OXYTOCA,Ciprofloxacin,#N/A,84,96,#N/A,5,10
KLEBSIELLA OXYTOCA,Levofloxacin,#N/A,84,96,#N/A,5,11
KLEBSIELLA OXYTOCA,Gentamicin,#N/A,84,100,#N/A,5,12
KLEBSIELLA OXYTOCA,Tobramycin,#N/A,84,100,#N/A,5,13
KLEBSIELLA OXYTOCA,Amikacin,#N/A,84,100,#N/A,5,14
KLEBSIELLA OXYTOCA,Tetracycline,#N/A,84,95,#N/A,5,15
KLEBSIELLA OXYTOCA,Trimethoprim/sulfamethoxazole,#N/A,84,98,#N/A,5,17
KLEBSIELLA OXYTOCA,Nitrofurantoin,#N/A,84,80,#N/A,5,18
SERRATIA MARCESCENS,Piperacillin/tazobactam,#N/A,82,98,#N/A,6,3
SERRATIA MARCESCENS,Cefepime,#N/A,82,100,#N/A,6,5
SERRATIA MARCESCENS,Ceftazidime,#N/A,82,100,#N/A,6,6
SERRATIA MARCESCENS,Ceftriaxone,#N/A,82,100,#N/A,6,7
SERRATIA MARCESCENS,Ertapenem,#N/A,82,100,#N/A,6,8
SERRATIA MARCESCENS,Meropenem,#N/A,82,100,#N/A,6,9
SERRATIA MARCESCENS,Ciprofloxacin,#N/A,82,98,#N/A,6,10
SERRATIA MARCESCENS,Levofloxacin,#N/A,82,97,#N/A,6,11
SERRATIA MARCESCENS,Gentamicin,#N/A,82,100,#N/A,6,12
SERRATIA MARCESCENS,Tobramycin,#N/A,82,97,#N/A,6,13
SERRATIA MARCESCENS,Amikacin,#N/A,82,100,#N/A,6,14
SERRATIA MARCESCENS,Tetracycline,#N/A,82,31,#N/A,6,15
SERRATIA MARCESCENS,Trimethoprim/sulfamethoxazole,#N/A,82,100,#N/A,6,17
MORGANELLA MORGANII,Amoxicillin/clavulanate,#N/A,43,5,#N/A,7,1
MORGANELLA MORGANII,Piperacillin/tazobactam,#N/A,43,98,#N/A,7,3
MORGANELLA MORGANII,Cefepime,#N/A,43,95,#N/A,7,5
MORGANELLA MORGANII,Ceftazidime,#N/A,43,76,#N/A,7,6
MORGANELLA MORGANII,Ceftriaxone,#N/A,43,83,#N/A,7,7
MORGANELLA MORGANII,Ertapenem,#N/A,43,100,#N/A,7,8
MORGANELLA MORGANII,Meropenem,#N/A,43,100,#N/A,7,9
MORGANELLA MORGANII,Ciprofloxacin,#N/A,43,71,#N/A,7,10
MORGANELLA MORGANII,Levofloxacin,#N/A,43,71,#N/A,7,11
MORGANELLA MORGANII,Gentamicin,#N/A,43,88,#N/A,7,12
MORGANELLA MORGANII,Tobramycin,#N/A,43,95,#N/A,7,13
MORGANELLA MORGANII,Amikacin,#N/A,43,100,#N/A,7,14
MORGANELLA MORGANII,Tetracycline,#N/A,43,52,#N/A,7,15
MORGANELLA MORGANII,Trimethoprim/sulfamethoxazole,#N/A,43,76,#N/A,7,17
CITROBACTER FREUNDII,Piperacillin/tazobactam,#N/A,32,91,#N/A,8,3
CITROBACTER FREUNDII,Cefepime,#N/A,32,100,#N/A,8,5
CITROBACTER FREUNDII,Ceftazidime,#N/A,32,91,#N/A,8,6
CITROBACTER FREUNDII,Ceftriaxone,#N/A,32,88,#N/A,8,7
CITROBACTER FREUNDII,Ertapenem,#N/A,32,100,#N/A,8,8
CITROBACTER FREUNDII,Meropenem,#N/A,32,100,#N/A,8,9
CITROBACTER FREUNDII,Ciprofloxacin,#N/A,32,81,#N/A,8,10
CITROBACTER FREUNDII,Levofloxacin,#N/A,32,78,#N/A,8,11
CITROBACTER FREUNDII,Gentamicin,#N/A,32,91,#N/A,8,12
CITROBACTER FREUNDII,Tobramycin,#N/A,32,97,#N/A,8,13
CITROBACTER FREUNDII,Amikacin,#N/A,32,100,#N/A,8,14
CITROBACTER FREUNDII,Tetracycline,#N/A,32,78,#N/A,8,15
CITROBACTER FREUNDII,Trimethoprim/sulfamethoxazole,#N/A,32,81,#N/A,8,17
CITROBACTER FREUNDII,Nitrofurantoin,#N/A,32,88,#N/A,8,18
PSEUDOMONAS AERUGINOSA,Ampicillin,#N/A,404,R,#N/A,9,0
PSEUDOMONAS AERUGINOSA,Amoxicillin/clavulanate,#N/A,404,R,#N/A,9,1
PSEUDOMONAS AERUGINOSA,Piperacillin/tazobactam,#N/A,404,93,#N/A,9,3
PSEUDOMONAS AERUGINOSA,Cefazolin,#N/A,404,R,#N/A,9,4
PSEUDOMONAS AERUGINOSA,Cefepime,#N/A,404,93,#N/A,9,5
PSEUDOMONAS AERUGINOSA,Ceftazidime,#N/A,404,92,#N/A,9,6
PSEUDOMONAS AERUGINOSA,Ceftriaxone,#N/A,404,R,#N/A,9,7
PSEUDOMONAS AERUGINOSA,Meropenem,#N/A,404,92,#N/A,9,9
PSEUDOMONAS AERUGINOSA,Ciprofloxacin,#N/A,404,78,#N/A,9,10
PSEUDOMONAS AERUGINOSA,Levofloxacin,#N/A,404,64,#N/A,9,11
PSEUDOMONAS AERUGINOSA,Gentamicin,#N/A,404,96,#N/A,9,12
PSEUDOMONAS AERUGINOSA,Tobramycin,#N/A,404,99,#N/A,9,13
PSEUDOMONAS AERUGINOSA,Amikacin,#N/A,404,100,#N/A,9,14
PSEUDOMONAS AERUGINOSA,Tetracycline,#N/A,404,R,#N/A,9,15
PSEUDOMONAS AERUGINOSA,Trimethoprim/sulfamethoxazole,#N/A,404,R,#N/A,9,17
PSEUDOMONAS AERUGINOSA,Nitrofurantoin,#N/A,404,R,#N/A,9,18
PSEUDOMONAS AERUGINOSA,Clindamycin,#N/A,404,R,#N/A,9,19
PSEUDOMONAS AERUGINOSA,Erythromycin,#N/A,404,R,#N/A,9,20
PSEUDOMONAS AERUGINOSA,Azithromycin,#N/A,404,R,#N/A,9,21
PSEUDOMONAS AERUGINOSA,Oxacillin,#N/A,404,R,#N/A,9,22
PSEUDOMONAS AERUGINOSA,Penicillin,#N/A,404,R,#N/A,9,23
PSEUDOMONAS AERUGINOSA,Vancomycin,#N/A,404,R,#N/A,9,24
PSEUDOMONAS AERUGINOSA,Rifampin,#N/A,404,R,#N/A,9,25
PSEUDOMONAS AERUGINOSA,Daptomycin,#N/A,404,R,#N/A,9,26
PSEUDOMONAS AERUGINOSA,Linezolid,#N/A,404,R,#N/A,9,27
PSEUDOMONAS AERUGINOSA,Gentamicin-Synergy,#N/A,404,R,#N/A,9,28
"ENTEROCOCCUS SP., VSE",Ampicillin,#N/A,178,97,#N/A,10,0
"ENTEROCOCCUS SP., VSE",Ciprofloxacin,#N/A,178,79,#N/A,10,10
"ENTEROCOCCUS SP., VSE",Levofloxacin,#N/A,178,82,#N/A,10,11
"ENTEROCOCCUS SP., VSE",Nitrofurantoin,#N/A,178,95,#N/A,10,18
"ENTEROCOCCUS SP., VSE",Erythromycin,#N/A,178,15,#N/A,10,20
"ENTEROCOCCUS SP., VSE",Vancomycin,#N/A,178,100,#N/A,10,24
"ENTEROCOCCUS SP., VSE",Daptomycin,#N/A,178,67,#N/A,10,26
"ENTEROCOCCUS SP., VSE",Linezolid,#N/A,178,100,#N/A,10,27
"ENTEROCOCCUS SP., VSE",Gentamicin-Synergy,#N/A,178,94,#N/A,10,28
"ENTEROCOCCUS SP., VRE",Ampicillin,#N/A,47,21,#N/A,11,0
"ENTEROCOCCUS SP., VRE",Tetracycline,#N/A,47,100,#N/A,11,15
"ENTEROCOCCUS SP., VRE",Nitrofurantoin,#N/A,47,26,#N/A,11,18
"ENTEROCOCCUS SP., VRE",Daptomycin,#N/A,47,93,#N/A,11,26
"ENTEROCOCCUS SP., VRE",Linezolid,#N/A,47,97,#N/A,11,27
"ENTEROCOCCUS SP., VRE",Gentamicin-Synergy,#N/A,47,86,#N/A,11,28
"STAPH. AUREUS, MSSA",Ciprofloxacin,#N/A,484,87,#N/A,12,10
"STAPH. AUREUS, MSSA",Levofloxacin,#N/A,484,89,#N/A,12,11
"STAPH. AUREUS, MSSA",Gentamicin,#N/A,484,100,#N/A,12,12
"STAPH. AUREUS, MSSA",Tetracycline,#N/A,484,91,#N/A,12,15
"STAPH. AUREUS, MSSA",Trimethoprim/sulfamethoxazole,#N/A,484,93,#N/A,12,17
"STAPH. AUREUS, MSSA",Nitrofurantoin,#N/A,484,100,#N/A,12,18
"STAPH. AUREUS, MSSA",Clindamycin,#N/A,484,79,#N/A,12,19
"STAPH. AUREUS, MSSA",Erythromycin,#N/A,484,66,#N/A,12,20
"STAPH. AUREUS, MSSA",Oxacillin,#N/A,484,100,#N/A,12,22
"STAPH. AUREUS, MSSA",Vancomycin,#N/A,484,100,#N/A,12,24
"STAPH. AUREUS, MSSA",Rifampin,#N/A,484,100,#N/A,12,25
"STAPH. AUREUS, MSSA",Daptomycin,#N/A,484,100,#N/A,12,26
"STAPH. AUREUS, MSSA",Linezolid,#N/A,484,100,#N/A,12,27
"STAPH. AUREUS, MRSA",Ciprofloxacin,#N/A,386,29,#N/A,13,10
"STAPH. AUREUS, MRSA",Levofloxacin,#N/A,386,29,#N/A,13,11
"STAPH. AUREUS, MRSA",Gentamicin,#N/A,386,100,#N/A,13,12
"STAPH. AUREUS, MRSA",Tetracycline,#N/A,386,86,#N/A,13,15
"STAPH. AUREUS, MRSA",Trimethoprim/sulfamethoxazole,#N/A,386,92,#N/A,13,17
"STAPH. AUREUS, MRSA",Nitrofurantoin,#N/A,386,100,#N/A,13,18
"STAPH. AUREUS, MRSA",Clindamycin,#N/A,386,74,#N/A,13,19
"STAPH. AUREUS, MRSA",Erythromycin,#N/A,386,19,#N/A,13,20
"STAPH. AUREUS, MRSA",Vancomycin,#N/A,386,100,#N/A,13,24
"STAPH. AUREUS, MRSA",Rifampin,#N/A,386,99,#N/A,13,25
"STAPH. AUREUS, MRSA",Daptomycin,#N/A,386,100,#N/A,13,26
"STAPH. AUREUS, MRSA",Linezolid,#N/A,386,100,#N/A,13,27
"STAPH. SPECIES,  COAG.NEG",Ciprofloxacin,#N/A,90,71,#N/A,14,10
"STAPH. SPECIES,  COAG.NEG",Levofloxacin,#N/A,90,73,#N/A,14,11
"STAPH. SPECIES,  COAG.NEG",Gentamicin,#N/A,90,100,#N/A,14,12
"STAPH. SPECIES,  COAG.NEG",Tetracycline,#N/A,90,79,#N/A,14,15
"STAPH. SPECIES,  COAG.NEG",Trimethoprim/sulfamethoxazole,#N/A,90,73,#N/A,14,17
"STAPH. SPECIES,  COAG.NEG",Nitrofurantoin,#N/A,90,97,#N/A,14,18
"STAPH. SPECIES,  COAG.NEG",Clindamycin,#N/A,90,69,#N/A,14,19
"STAPH. SPECIES,  COAG.NEG",Erythromycin,#N/A,90,31,#N/A,14,20
"STAPH. SPECIES,  COAG.NEG",Oxacillin,#N/A,90,46,#N/A,14,22
"STAPH. SPECIES,  COAG.NEG",Vancomycin,#N/A,90,99,#N/A,14,24
"STAPH. SPECIES,  COAG.NEG",Rifampin,#N/A,90,99,#N/A,14,25
"STAPH. SPECIES,  COAG.NEG",Daptomycin,#N/A,90,100,#N/A,14,26
"STAPH. SPECIES,  COAG.NEG",Linezolid,#N/A,90,100,#N/A,14,27
STAPHYLOCOCCUS EPIDE-,Ciprofloxacin,#N/A,60,55,#N/A,15,10
STAPHYLOCOCCUS EPIDE-,Levofloxacin,#N/A,60,57,#N/A,15,11
STAPHYLOCOCCUS EPIDE-,Gentamicin,#N/A,60,81,#N/A,15,12
STAPHYLOCOCCUS EPIDE-,Tetracycline,#N/A,60,67,#N/A,15,15
STAPHYLOCOCCUS EPIDE-,Trimethoprim/sulfamethoxazole,#N/A,60,58,#N/A,15,17
STAPHYLOCOCCUS EPIDE-,Nitrofurantoin,#N/A,60,100,#N/A,15,18
STAPHYLOCOCCUS EPIDE-,Clindamycin,#N/A,60,47,#N/A,15,19
STAPHYLOCOCCUS EPIDE-,Erythromycin,#N/A,60,37,#N/A,15,20
STAPHYLOCOCCUS EPIDE-,Oxacillin,#N/A,60,20,#N/A,15,22
STAPHYLOCOCCUS EPIDE-,Vancomycin,#N/A,60,100,#N/A,15,24
STAPHYLOCOCCUS EPIDE-,Rifampin,#N/A,60,100,#N/A,15,25
STAPHYLOCOCCUS EPIDE-,Daptomycin,#N/A,60,100,#N/A,15,26
STAPHYLOCOCCUS EPIDE-,Linezolid,#N/A,60,100,#N/A,15,27
STAPHYLOCOCCUS SAPRO-,Ciprofloxacin,#N/A,48,100,#N/A,16,10
STAPHYLOCOCCUS SAPRO-,Levofloxacin,#N/A,48,100,#N/A,16,11
STAPHYLOCOCCUS SAPRO-,Gentamicin,#N/A,48,100,#N/A,16,12
STAPHYLOCOCCUS SAPRO-,Tetracycline,#N/A,48,96,#N/A,16,15
STAPHYLOCOCCUS SAPRO-,Trimethoprim/sulfamethoxazole,#N/A,48,92,#N/A,16,17
STAPHYLOCOCCUS SAPRO-,Nitrofurantoin,#N/A,48,100,#N/A,16,18
STAPHYLOCOCCUS SAPRO-,Clindamycin,#N/A,48,50,#N/A,16,19
STAPHYLOCOCCUS SAPRO-,Oxacillin,#N/A,48,48,#N/A,16,22
STAPHYLOCOCCUS SAPRO-,Vancomycin,#N/A,48,100,#N/A,16,24
STAPHYLOCOCCUS SAPRO-,Rifampin,#N/A,48,100,#N/A,16,25
STENOTROPH MALTOPHILIA COMM WIDE,Ceftazidime,#N/A,306,32,#N/A,17,6
STENOTROPH MALTOPHILIA COMM WIDE,Levofloxacin,#N/A,306,77,#N/A,17,11
STENOTROPH MALTOPHILIA COMM WIDE,Minocycline,#N/A,306,100,#N/A,17,16
STENOTROPH MALTOPHILIA COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,306,95,#N/A,17,17
ACINETOBACT BAUMANII COMM WIDE,Ampicillin/Sulbactam,#N/A,93,65,#N/A,18,2
ACINETOBACT BAUMANII COMM WIDE,Piperacillin/tazobactam,#N/A,93,25,#N/A,18,3
ACINETOBACT BAUMANII COMM WIDE,Cefepime,#N/A,93,43,#N/A,18,5
ACINETOBACT BAUMANII COMM WIDE,Ceftazidime,#N/A,93,32,#N/A,18,6
ACINETOBACT BAUMANII COMM WIDE,Ceftriaxone,#N/A,93,8,#N/A,18,7
ACINETOBACT BAUMANII COMM WIDE,Meropenem,#N/A,93,27,#N/A,18,9
ACINETOBACT BAUMANII COMM WIDE,Ciprofloxacin,#N/A,93,24,#N/A,18,10
ACINETOBACT BAUMANII COMM WIDE,Levofloxacin,#N/A,93,24,#N/A,18,11
ACINETOBACT BAUMANII COMM WIDE,Gentamicin,#N/A,93,57,#N/A,18,12
ACINETOBACT BAUMANII COMM WIDE,Tobramycin,#N/A,93,94,#N/A,18,13
ACINETOBACT BAUMANII COMM WIDE,Amikacin,#N/A,93,100,#N/A,18,14
ACINETOBACT BAUMANII COMM WIDE,Tetracycline,#N/A,93,34,#N/A,18,15
ACINETOBACT BAUMANII COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,93,44,#N/A,18,17
STREP PNEUMONIAE COMM WIDE,Ceftriaxone,#N/A,54,91,#N/A,19,7
STREP PNEUMONIAE COMM WIDE,Levofloxacin,#N/A,54,98,#N/A,19,11
STREP PNEUMONIAE COMM WIDE,Tetracycline,#N/A,54,75,#N/A,19,15
STREP PNEUMONIAE COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,54,80,#N/A,19,17
STREP PNEUMONIAE COMM WIDE,Clindamycin,#N/A,54,83,#N/A,19,19
STREP PNEUMONIAE COMM WIDE,Erythromycin,#N/A,54,49,#N/A,19,20
STREP PNEUMONIAE COMM WIDE,Azithromycin,#N/A,54,49,#N/A,19,21
STREP PNEUMONIAE COMM WIDE,Penicillin,#N/A,54,99,#N/A,19,23
STREP PNEUMONIAE COMM WIDE,Vancomycin,#N/A,54,100,#N/A,19,24
STREP PNEUMONIAE COMM WIDE,Linezolid,#N/A,54,100,#N/A,19,27
HAEM INFLUENZAE COMM WIDE,Ampicillin,#N/A,48,71,#N/A,20,0
HAEM INFLUENZAE COMM WIDE,Ceftriaxone,#N/A,48,100,#N/A,20,7
HAEM INFLUENZAE COMM WIDE,Ciprofloxacin,#N/A,48,100,#N/A,20,10
HAEM INFLUENZAE COMM WIDE,Levofloxacin,#N/A,48,98,#N/A,20,11
HAEM INFLUENZAE COMM WIDE,Tetracycline,#N/A,48,77,#N/A,20,15
HAEM INFLUENZAE COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,48,75,#N/A,20,17
