organism_name,antibiotic_name,antibiotic_route,isolates,value,sample_info,row,column
ENTEROBACTER CLOACAE COMPLEX,Levofloxacin,#N/A,45,81,#N/A,2,12
ENTEROBACTER CLOACAE COMPLEX,Gentamicin,#N/A,45,96,#N/A,2,13
ENTEROBACTER CLOACAE COMPLEX,Tobramycin,#N/A,45,94,#N/A,2,14
ENTEROBACTER CLOACAE COMPLEX,Amikacin,#N/A,45,100,#N/A,2,15
ENTEROBACTER CLOACAE COMPLEX,Tetracycline,#N/A,45,83,#N/A,2,16
ENTEROBACTER CLOACAE COMPLEX,Trimethoprim/sulfamethoxazole,#N/A,45,83,#N/A,2,18
ENTEROBACTER CLOACAE COMPLEX,Nitrofurantoin,#N/A,45,43,#N/A,2,19
PROTEUS MIRABILIS,Ampicillin,#N/A,45,81,#N/A,3,0
PROTEUS MIRABILIS,Amoxicillin/clavulanate,#N/A,45,100,#N/A,3,1
PROTEUS MIRABILIS,Piperacillin/tazobactam,#N/A,45,100,#N/A,3,3
PROTEUS MIRABILIS,Cefazolin,#N/A,45,88,#N/A,3,4
PROTEUS MIRABILIS,Cefoxitin,#N/A,45,96,#N/A,3,5
PROTEUS MIRABILIS,Cefepime,#N/A,45,99,#N/A,3,6
PROTEUS MIRABILIS,Ceftazidime,#N/A,45,97,#N/A,3,7
PROTEUS MIRABILIS,Ceftriaxone,#N/A,45,97,#N/A,3,8
PROTEUS MIRABILIS,Ertapenem,#N/A,45,85,#N/A,3,9
PROTEUS MIRABILIS,Meropenem,#N/A,45,99,#N/A,3,10
PROTEUS MIRABILIS,Ciprofloxacin,#N/A,45,77,#N/A,3,11
PROTEUS MIRABILIS,Levofloxacin,#N/A,45,76,#N/A,3,12
PROTEUS MIRABILIS,Gentamicin,#N/A,45,97,#N/A,3,13
PROTEUS MIRABILIS,Tobramycin,#N/A,45,96,#N/A,3,14
PROTEUS MIRABILIS,Amikacin,#N/A,45,99,#N/A,3,15
PROTEUS MIRABILIS,Trimethoprim/sulfamethoxazole,#N/A,45,81,#N/A,3,18
SERRATIA MARCESCENS,Piperacillin/tazobactam,#N/A,34,88,#N/A,4,3
SERRATIA MARCESCENS,Cefepime,#N/A,34,100,#N/A,4,6
SERRATIA MARCESCENS,Ceftazidime,#N/A,34,100,#N/A,4,7
SERRATIA MARCESCENS,Ceftriaxone,#N/A,34,89,#N/A,4,8
SERRATIA MARCESCENS,Ertapenem,#N/A,34,100,#N/A,4,9
SERRATIA MARCESCENS,Meropenem,#N/A,34,100,#N/A,4,10
SERRATIA MARCESCENS,Ciprofloxacin,#N/A,34,94,#N/A,4,11
SERRATIA MARCESCENS,Levofloxacin,#N/A,34,94,#N/A,4,12
SERRATIA MARCESCENS,Gentamicin,#N/A,34,100,#N/A,4,13
SERRATIA MARCESCENS,Tobramycin,#N/A,34,94,#N/A,4,14
SERRATIA MARCESCENS,Amikacin,#N/A,34,100,#N/A,4,15
SERRATIA MARCESCENS,Tetracycline,#N/A,34,33,#N/A,4,16
SERRATIA MARCESCENS,Trimethoprim/sulfamethoxazole,#N/A,34,100,#N/A,4,18
PSEUDOMONAS AERUGINOSA,Ampicillin,#N/A,148,R,#N/A,5,0
PSEUDOMONAS AERUGINOSA,Amoxicillin/clavulanate,#N/A,148,R,#N/A,5,1
PSEUDOMONAS AERUGINOSA,Ampicillin/sulbactam,#N/A,148,R,#N/A,5,2
PSEUDOMONAS AERUGINOSA,Piperacillin/tazobactam,#N/A,148,95,#N/A,5,3
PSEUDOMONAS AERUGINOSA,Cefazolin,#N/A,148,R,#N/A,5,4
PSEUDOMONAS AERUGINOSA,Cefoxitin,#N/A,148,R,#N/A,5,5
PSEUDOMONAS AERUGINOSA,Cefepime,#N/A,148,94,#N/A,5,6
PSEUDOMONAS AERUGINOSA,Ceftazidime,#N/A,148,92,#N/A,5,7
PSEUDOMONAS AERUGINOSA,Ertapenem,#N/A,148,R,#N/A,5,9
PSEUDOMONAS AERUGINOSA,Meropenem,#N/A,148,91,#N/A,5,10
PSEUDOMONAS AERUGINOSA,Ciprofloxacin,#N/A,148,81,#N/A,5,11
PSEUDOMONAS AERUGINOSA,Levofloxacin,#N/A,148,73,#N/A,5,12
PSEUDOMONAS AERUGINOSA,Gentamicin,#N/A,148,98,#N/A,5,13
PSEUDOMONAS AERUGINOSA,Tobramycin,#N/A,148,99,#N/A,5,14
PSEUDOMONAS AERUGINOSA,Amikacin,#N/A,148,100,#N/A,5,15
PSEUDOMONAS AERUGINOSA,Tetracycline,#N/A,148,R,#N/A,5,16
PSEUDOMONAS AERUGINOSA,Minocycline,#N/A,148,R,#N/A,5,17
PSEUDOMONAS AERUGINOSA,Trimethoprim/sulfamethoxazole,#N/A,148,R,#N/A,5,18
PSEUDOMONAS AERUGINOSA,Nitrofurantoin,#N/A,148,R,#N/A,5,19
"ENTEROCOCCUS SP., VSE",Ampicillin,#N/A,72,95,#N/A,6,0
"ENTEROCOCCUS SP., VSE",Ciprofloxacin,#N/A,72,71,#N/A,6,11
"ENTEROCOCCUS SP., VSE",Levofloxacin,#N/A,72,74,#N/A,6,12
"ENTEROCOCCUS SP., VSE",Tetracycline,#N/A,72,24,#N/A,6,16
"ENTEROCOCCUS SP., VSE",Nitrofurantoin,#N/A,72,94,#N/A,6,19
"ENTEROCOCCUS SP., VSE",Vancomycin,#N/A,72,100,#N/A,6,25
"ENTEROCOCCUS SP., VSE",Daptomycin,#N/A,72,65,#N/A,6,27
"ENTEROCOCCUS SP., VSE",Linezolid,#N/A,72,100,#N/A,6,28
"ENTEROCOCCUS SP., VSE",Gentamicin-Synergy,#N/A,72,83,#N/A,6,29
"ENTEROCOCCUS SP., VSE",Streptomycin-Synergy,#N/A,72,100,#N/A,6,30
"ENTEROCOCCUS SP., VRE",Ampicillin,#N/A,27,11,#N/A,7,0
"ENTEROCOCCUS SP., VRE",Ciprofloxacin,#N/A,27,7,#N/A,7,11
"ENTEROCOCCUS SP., VRE",Levofloxacin,#N/A,27,7,#N/A,7,12
"ENTEROCOCCUS SP., VRE",Nitrofurantoin,#N/A,27,11,#N/A,7,19
"ENTEROCOCCUS SP., VRE",Daptomycin,#N/A,27,100,#N/A,7,27
"ENTEROCOCCUS SP., VRE",Linezolid,#N/A,27,100,#N/A,7,28
"ENTEROCOCCUS SP., VRE",Gentamicin-Synergy,#N/A,27,95,#N/A,7,29
"ENTEROCOCCUS SP., VRE",Streptomycin-Synergy,#N/A,27,37,#N/A,7,30
"STAPH. AUREUS, MSSA",Ciprofloxacin,#N/A,180,85,#N/A,8,11
"STAPH. AUREUS, MSSA",Levofloxacin,#N/A,180,87,#N/A,8,12
"STAPH. AUREUS, MSSA",Gentamicin,#N/A,180,100,#N/A,8,13
"STAPH. AUREUS, MSSA",Tetracycline,#N/A,180,93,#N/A,8,16
"STAPH. AUREUS, MSSA",Trimethoprim/sulfamethoxazole,#N/A,180,88,#N/A,8,18
"STAPH. AUREUS, MSSA",Nitrofurantoin,#N/A,180,100,#N/A,8,19
"STAPH. AUREUS, MSSA",Clindamycin,#N/A,180,79,#N/A,8,20
"STAPH. AUREUS, MSSA",Erythromycin,#N/A,180,65,#N/A,8,21
"STAPH. AUREUS, MSSA",Oxacillin,#N/A,180,100,#N/A,8,23
"STAPH. AUREUS, MSSA",Vancomycin,#N/A,180,100,#N/A,8,25
"STAPH. AUREUS, MSSA",Rifampin,#N/A,180,100,#N/A,8,26
"STAPH. AUREUS, MSSA",Daptomycin,#N/A,180,100,#N/A,8,27
"STAPH. AUREUS, MSSA",Linezolid,#N/A,180,100,#N/A,8,28
"STAPH. AUREUS, MRSA",Ciprofloxacin,#N/A,134,28,#N/A,9,11
"STAPH. AUREUS, MRSA",Levofloxacin,#N/A,134,28,#N/A,9,12
"STAPH. AUREUS, MRSA",Gentamicin,#N/A,134,100,#N/A,9,13
"STAPH. AUREUS, MRSA",Tetracycline,#N/A,134,89,#N/A,9,16
"STAPH. AUREUS, MRSA",Trimethoprim/sulfamethoxazole,#N/A,134,87,#N/A,9,18
"STAPH. AUREUS, MRSA",Nitrofurantoin,#N/A,134,99,#N/A,9,19
"STAPH. AUREUS, MRSA",Clindamycin,#N/A,134,71,#N/A,9,20
"STAPH. AUREUS, MRSA",Erythromycin,#N/A,134,14,#N/A,9,21
"STAPH. AUREUS, MRSA",Vancomycin,#N/A,134,100,#N/A,9,25
"STAPH. AUREUS, MRSA",Rifampin,#N/A,134,100,#N/A,9,26
"STAPH. AUREUS, MRSA",Daptomycin,#N/A,134,100,#N/A,9,27
"STAPH. AUREUS, MRSA",Linezolid,#N/A,134,100,#N/A,9,28
STAPHYLOCOCCUS EPIDE-,Ciprofloxacin,#N/A,28,75,#N/A,10,11
STAPHYLOCOCCUS EPIDE-,Levofloxacin,#N/A,28,75,#N/A,10,12
STAPHYLOCOCCUS EPIDE-,Gentamicin,#N/A,28,82,#N/A,10,13
STAPHYLOCOCCUS EPIDE-,Tetracycline,#N/A,28,54,#N/A,10,16
STAPHYLOCOCCUS EPIDE-,Trimethoprim/sulfamethoxazole,#N/A,28,57,#N/A,10,18
STAPHYLOCOCCUS EPIDE-,Nitrofurantoin,#N/A,28,96,#N/A,10,19
STAPHYLOCOCCUS EPIDE-,Clindamycin,#N/A,28,61,#N/A,10,20
STAPHYLOCOCCUS EPIDE-,Erythromycin,#N/A,28,21,#N/A,10,21
STAPHYLOCOCCUS EPIDE-,Oxacillin,#N/A,28,32,#N/A,10,23
STAPHYLOCOCCUS EPIDE-,Vancomycin,#N/A,28,100,#N/A,10,25
STAPHYLOCOCCUS EPIDE-,Rifampin,#N/A,28,100,#N/A,10,26
STAPHYLOCOCCUS EPIDE-,Linezolid,#N/A,28,100,#N/A,10,28
STENOTROPH MALTOPHILIA COMM WIDE,Ceftazidime,#N/A,306,32,#N/A,11,7
STENOTROPH MALTOPHILIA COMM WIDE,Levofloxacin,#N/A,306,77,#N/A,11,12
STENOTROPH MALTOPHILIA COMM WIDE,Minocycline,#N/A,306,100,#N/A,11,17
STENOTROPH MALTOPHILIA COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,306,95,#N/A,11,18
ACINETOBACT BAUMANII COMM WIDE,Ampicillin/sulbactam,#N/A,93,65,#N/A,12,2
ACINETOBACT BAUMANII COMM WIDE,Piperacillin/tazobactam,#N/A,93,25,#N/A,12,3
ACINETOBACT BAUMANII COMM WIDE,Cefepime,#N/A,93,43,#N/A,12,6
ACINETOBACT BAUMANII COMM WIDE,Ceftazidime,#N/A,93,32,#N/A,12,7
ACINETOBACT BAUMANII COMM WIDE,Ceftriaxone,#N/A,93,8,#N/A,12,8
ACINETOBACT BAUMANII COMM WIDE,Meropenem,#N/A,93,27,#N/A,12,10
ACINETOBACT BAUMANII COMM WIDE,Ciprofloxacin,#N/A,93,24,#N/A,12,11
ACINETOBACT BAUMANII COMM WIDE,Levofloxacin,#N/A,93,24,#N/A,12,12
ACINETOBACT BAUMANII COMM WIDE,Gentamicin,#N/A,93,57,#N/A,12,13
ACINETOBACT BAUMANII COMM WIDE,Tobramycin,#N/A,93,94,#N/A,12,14
ACINETOBACT BAUMANII COMM WIDE,Amikacin,#N/A,93,100,#N/A,12,15
ACINETOBACT BAUMANII COMM WIDE,Tetracycline,#N/A,93,34,#N/A,12,16
ACINETOBACT BAUMANII COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,93,44,#N/A,12,18
STREP PNEUMONIAE COMM WIDE,Ceftriaxone,#N/A,54,91,#N/A,13,8
STREP PNEUMONIAE COMM WIDE,Levofloxacin,#N/A,54,98,#N/A,13,12
STREP PNEUMONIAE COMM WIDE,Tetracycline,#N/A,54,75,#N/A,13,16
STREP PNEUMONIAE COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,54,80,#N/A,13,18
STREP PNEUMONIAE COMM WIDE,Clindamycin,#N/A,54,83,#N/A,13,20
STREP PNEUMONIAE COMM WIDE,Erythromycin,#N/A,54,49,#N/A,13,21
STREP PNEUMONIAE COMM WIDE,Azithromycin,#N/A,54,49,#N/A,13,22
STREP PNEUMONIAE COMM WIDE,Penicillin,#N/A,54,99,#N/A,13,24
STREP PNEUMONIAE COMM WIDE,Vancomycin,#N/A,54,100,#N/A,13,25
STREP PNEUMONIAE COMM WIDE,Linezolid,#N/A,54,100,#N/A,13,28
HAEM INFLUENZAE COMM WIDE,Ampicillin,#N/A,48,71,#N/A,14,0
HAEM INFLUENZAE COMM WIDE,Ceftriaxone,#N/A,48,100,#N/A,14,8
HAEM INFLUENZAE COMM WIDE,Ciprofloxacin,#N/A,48,100,#N/A,14,11
HAEM INFLUENZAE COMM WIDE,Levofloxacin,#N/A,48,98,#N/A,14,12
HAEM INFLUENZAE COMM WIDE,Tetracycline,#N/A,48,77,#N/A,14,16
HAEM INFLUENZAE COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,48,75,#N/A,14,18
