organism_name,antibiotic_name,antibiotic_route,isolates,value,sample_info,row,column
ENTEROBACTER CLOACAE,CIPROFLOXACIN,#N/A,23,96,#N/A,3,7
ENTEROBACTER CLOACAE,ERTAPENEM,#N/A,23,91,#N/A,3,9
ENTEROBACTER CLOACAE,GENTAMICIN,#N/A,23,87,#N/A,3,11
ENTEROBACTER CLOACAE,LEVOFLOXACIN,#N/A,23,96,#N/A,3,12
ENTEROBACTER CLOACAE,MEROPENEM,#N/A,23,100,#N/A,3,13
ENTEROBACTER CLOACAE,NITROFURANTOIN                 (URINE ISOLATES ONLY),#N/A,23,20,#N/A,3,14
ENTEROBACTER CLOACAE,PIPERACILLIN/TAZO,#N/A,23,87,#N/A,3,16
ENTEROBACTER CLOACAE,TRIMETH/SULFAMETH,#N/A,23,91,#N/A,3,17
ESCHERICHIA COLI,AMPICILLIN/SULBACTAM(UNASYN),#N/A,241,72,#N/A,4,0
ESCHERICHIA COLI,AMPICILLIN,#N/A,241,64,#N/A,4,1
ESCHERICHIA COLI,AZTREONAM,#N/A,241,89,#N/A,4,3
ESCHERICHIA COLI,CEFEPIME,#N/A,241,89,#N/A,4,4
ESCHERICHIA COLI,CEFTRIAXONE,#N/A,241,87,#N/A,4,5
ESCHERICHIA COLI,CEFTAZADIME/AVIBACTAM,#N/A,241,99,#N/A,4,6
ESCHERICHIA COLI,CIPROFLOXACIN,#N/A,241,77,#N/A,4,7
ESCHERICHIA COLI,ERTAPENEM,#N/A,241,100,#N/A,4,9
ESCHERICHIA COLI,GENTAMICIN,#N/A,241,94,#N/A,4,11
ESCHERICHIA COLI,LEVOFLOXACIN,#N/A,241,77,#N/A,4,12
ESCHERICHIA COLI,MEROPENEM,#N/A,241,100,#N/A,4,13
ESCHERICHIA COLI,NITROFURANTOIN                 (URINE ISOLATES ONLY),#N/A,241,97,#N/A,4,14
ESCHERICHIA COLI,PIPERACILLIN/TAZO,#N/A,241,99,#N/A,4,16
ESCHERICHIA COLI,TRIMETH/SULFAMETH,#N/A,241,82,#N/A,4,17
KLEBSIELLA OXYTOCA,AMPICILLIN/SULBACTAM(UNASYN),#N/A,15,87,#N/A,5,0
KLEBSIELLA OXYTOCA,AMPICILLIN,#N/A,15,7,#N/A,5,1
KLEBSIELLA OXYTOCA,AZTREONAM,#N/A,15,100,#N/A,5,3
KLEBSIELLA OXYTOCA,CEFEPIME,#N/A,15,100,#N/A,5,4
KLEBSIELLA OXYTOCA,CEFTRIAXONE,#N/A,15,100,#N/A,5,5
KLEBSIELLA OXYTOCA,CEFTAZADIME/AVIBACTAM,#N/A,15,100,#N/A,5,6
KLEBSIELLA OXYTOCA,CIPROFLOXACIN,#N/A,15,100,#N/A,5,7
KLEBSIELLA OXYTOCA,ERTAPENEM,#N/A,15,100,#N/A,5,9
KLEBSIELLA OXYTOCA,GENTAMICIN,#N/A,15,100,#N/A,5,11
KLEBSIELLA OXYTOCA,LEVOFLOXACIN,#N/A,15,100,#N/A,5,12
KLEBSIELLA OXYTOCA,MEROPENEM,#N/A,15,100,#N/A,5,13
KLEBSIELLA OXYTOCA,NITROFURANTOIN                 (URINE ISOLATES ONLY),#N/A,15,82,#N/A,5,14
KLEBSIELLA OXYTOCA,PIPERACILLIN/TAZO,#N/A,15,100,#N/A,5,16
KLEBSIELLA OXYTOCA,TRIMETH/SULFAMETH,#N/A,15,100,#N/A,5,17
KLEBSIELLA PNEUMONIAE,AMPICILLIN/SULBACTAM(UNASYN),#N/A,60,87,#N/A,6,0
KLEBSIELLA PNEUMONIAE,AZTREONAM,#N/A,60,93,#N/A,6,3
KLEBSIELLA PNEUMONIAE,CEFEPIME,#N/A,60,93,#N/A,6,4
KLEBSIELLA PNEUMONIAE,CEFTRIAXONE,#N/A,60,93,#N/A,6,5
KLEBSIELLA PNEUMONIAE,CEFTAZADIME/AVIBACTAM,#N/A,60,100,#N/A,6,6
KLEBSIELLA PNEUMONIAE,CIPROFLOXACIN,#N/A,60,97,#N/A,6,7
KLEBSIELLA PNEUMONIAE,ERTAPENEM,#N/A,60,100,#N/A,6,9
KLEBSIELLA PNEUMONIAE,GENTAMICIN,#N/A,60,95,#N/A,6,11
KLEBSIELLA PNEUMONIAE,LEVOFLOXACIN,#N/A,60,98,#N/A,6,12
KLEBSIELLA PNEUMONIAE,MEROPENEM,#N/A,60,100,#N/A,6,13
KLEBSIELLA PNEUMONIAE,NITROFURANTOIN                 (URINE ISOLATES ONLY),#N/A,60,55,#N/A,6,14
KLEBSIELLA PNEUMONIAE,PIPERACILLIN/TAZO,#N/A,60,98,#N/A,6,16
KLEBSIELLA PNEUMONIAE,TRIMETH/SULFAMETH,#N/A,60,90,#N/A,6,17
PSEUDOMONAS AERUGINOSA,AZTREONAM,#N/A,66,70,#N/A,7,3
PSEUDOMONAS AERUGINOSA,CEFEPIME,#N/A,66,76,#N/A,7,4
PSEUDOMONAS AERUGINOSA,CEFTAZADIME/AVIBACTAM,#N/A,66,95,#N/A,7,6
PSEUDOMONAS AERUGINOSA,CIPROFLOXACIN,#N/A,66,77,#N/A,7,7
PSEUDOMONAS AERUGINOSA,GENTAMICIN,#N/A,66,77,#N/A,7,11
PSEUDOMONAS AERUGINOSA,LEVOFLOXACIN,#N/A,66,76,#N/A,7,12
PSEUDOMONAS AERUGINOSA,MEROPENEM,#N/A,66,92,#N/A,7,13
PSEUDOMONAS AERUGINOSA,PIPERACILLIN/TAZO,#N/A,66,80,#N/A,7,16
PROTEUS MIRABILIS,AMPICILLIN/SULBACTAM(UNASYN),#N/A,31,94,#N/A,8,0
PROTEUS MIRABILIS,AMPICILLIN,#N/A,31,94,#N/A,8,1
PROTEUS MIRABILIS,AZTREONAM,#N/A,31,90,#N/A,8,3
PROTEUS MIRABILIS,CEFEPIME,#N/A,31,100,#N/A,8,4
PROTEUS MIRABILIS,CEFTRIAXONE,#N/A,31,97,#N/A,8,5
PROTEUS MIRABILIS,CEFTAZADIME/AVIBACTAM,#N/A,31,100,#N/A,8,6
PROTEUS MIRABILIS,CIPROFLOXACIN,#N/A,31,84,#N/A,8,7
PROTEUS MIRABILIS,ERTAPENEM,#N/A,31,100,#N/A,8,9
PROTEUS MIRABILIS,GENTAMICIN,#N/A,31,100,#N/A,8,11
PROTEUS MIRABILIS,LEVOFLOXACIN,#N/A,31,84,#N/A,8,12
PROTEUS MIRABILIS,MEROPENEM,#N/A,31,100,#N/A,8,13
PROTEUS MIRABILIS,PIPERACILLIN/TAZO,#N/A,31,100,#N/A,8,16
PROTEUS MIRABILIS,TRIMETH/SULFAMETH,#N/A,31,94,#N/A,8,17
