organism_name,antibiotic_name,antibiotic_route,isolates,value,sample_info,row,column
"ENTEROCOCCUS SP., VSE",Daptomycin,#N/A,134,65,#N/A,7,27
"ENTEROCOCCUS SP., VSE",Linezolid,#N/A,134,100,#N/A,7,28
"ENTEROCOCCUS SP., VSE",Gentamicin-Synergy,#N/A,134,83,#N/A,7,29
"ENTEROCOCCUS SP., VRE",Ampicillin,#N/A,23,11,#N/A,8,0
"ENTEROCOCCUS SP., VRE",Ciprofloxacin,#N/A,23,7,#N/A,8,11
"ENTEROCOCCUS SP., VRE",Levofloxacin,#N/A,23,7,#N/A,8,12
"ENTEROCOCCUS SP., VRE",Nitrofurantoin,#N/A,23,11,#N/A,8,19
"ENTEROCOCCUS SP., VRE",Daptomycin,#N/A,23,100,#N/A,8,27
"ENTEROCOCCUS SP., VRE",Linezolid,#N/A,23,100,#N/A,8,28
"ENTEROCOCCUS SP., VRE",Gentamicin-Synergy,#N/A,23,95,#N/A,8,29
"STAPH. AUREUS, MSSA",Cefazolin,#N/A,208,100,#N/A,9,4
"STAPH. AUREUS, MSSA",Cefoxitin,#N/A,208,100,#N/A,9,5
"STAPH. AUREUS, MSSA",Ciprofloxacin,#N/A,208,85,#N/A,9,11
"STAPH. AUREUS, MSSA",Levofloxacin,#N/A,208,87,#N/A,9,12
"STAPH. AUREUS, MSSA",Gentamicin,#N/A,208,100,#N/A,9,13
"STAPH. AUREUS, MSSA",Tetracycline,#N/A,208,93,#N/A,9,16
"STAPH. AUREUS, MSSA",Trimethoprim/ sulfamethoxazole,#N/A,208,88,#N/A,9,18
"STAPH. AUREUS, MSSA",Nitrofurantoin,#N/A,208,100,#N/A,9,19
"STAPH. AUREUS, MSSA",Clindamycin,#N/A,208,79,#N/A,9,20
"STAPH. AUREUS, MSSA",Erythromycin,#N/A,208,65,#N/A,9,21
"STAPH. AUREUS, MSSA",Oxacillin,#N/A,208,100,#N/A,9,23
"STAPH. AUREUS, MSSA",Vancomycin,#N/A,208,100,#N/A,9,25
"STAPH. AUREUS, MSSA",Rifampin,#N/A,208,100,#N/A,9,26
"STAPH. AUREUS, MSSA",Daptomycin,#N/A,208,100,#N/A,9,27
"STAPH. AUREUS, MSSA",Linezolid,#N/A,208,100,#N/A,9,28
"STAPH. AUREUS, MRSA",Ciprofloxacin,#N/A,164,28,#N/A,10,11
"STAPH. AUREUS, MRSA",Levofloxacin,#N/A,164,28,#N/A,10,12
"STAPH. AUREUS, MRSA",Gentamicin,#N/A,164,100,#N/A,10,13
"STAPH. AUREUS, MRSA",Tetracycline,#N/A,164,89,#N/A,10,16
"STAPH. AUREUS, MRSA",Trimethoprim/ sulfamethoxazole,#N/A,164,87,#N/A,10,18
"STAPH. AUREUS, MRSA",Nitrofurantoin,#N/A,164,99,#N/A,10,19
"STAPH. AUREUS, MRSA",Clindamycin,#N/A,164,71,#N/A,10,20
"STAPH. AUREUS, MRSA",Erythromycin,#N/A,164,14,#N/A,10,21
"STAPH. AUREUS, MRSA",Vancomycin,#N/A,164,100,#N/A,10,25
"STAPH. AUREUS, MRSA",Rifampin,#N/A,164,100,#N/A,10,26
"STAPH. AUREUS, MRSA",Daptomycin,#N/A,164,100,#N/A,10,27
"STAPH. AUREUS, MRSA",Linezolid,#N/A,164,100,#N/A,10,28
"STAPH. SPECIES,  COAG.NEG",Ciprofloxacin,#N/A,58,79,#N/A,11,11
"STAPH. SPECIES,  COAG.NEG",Levofloxacin,#N/A,58,79,#N/A,11,12
"STAPH. SPECIES,  COAG.NEG",Gentamicin,#N/A,58,100,#N/A,11,13
"STAPH. SPECIES,  COAG.NEG",Tetracycline,#N/A,58,86,#N/A,11,16
"STAPH. SPECIES,  COAG.NEG",Trimethoprim/ sulfamethoxazole,#N/A,58,84,#N/A,11,18
"STAPH. SPECIES,  COAG.NEG",Nitrofurantoin,#N/A,58,100,#N/A,11,19
"STAPH. SPECIES,  COAG.NEG",Clindamycin,#N/A,58,60,#N/A,11,20
"STAPH. SPECIES,  COAG.NEG",Erythromycin,#N/A,58,40,#N/A,11,21
"STAPH. SPECIES,  COAG.NEG",Oxacillin,#N/A,58,60,#N/A,11,23
"STAPH. SPECIES,  COAG.NEG",Vancomycin,#N/A,58,100,#N/A,11,25
"STAPH. SPECIES,  COAG.NEG",Rifampin,#N/A,58,100,#N/A,11,26
"STAPH. SPECIES,  COAG.NEG",Daptomycin,#N/A,58,100,#N/A,11,27
"STAPH. SPECIES,  COAG.NEG",Linezolid,#N/A,58,100,#N/A,11,28
STAPHYLOCOCCUS SAPRO-,Ciprofloxacin,#N/A,51,100,#N/A,12,11
STAPHYLOCOCCUS SAPRO-,Levofloxacin,#N/A,51,100,#N/A,12,12
STAPHYLOCOCCUS SAPRO-,Tetracycline,#N/A,51,98,#N/A,12,16
STAPHYLOCOCCUS SAPRO-,Trimethoprim/ sulfamethoxazole,#N/A,51,98,#N/A,12,18
STAPHYLOCOCCUS SAPRO-,Nitrofurantoin,#N/A,51,100,#N/A,12,19
STAPHYLOCOCCUS SAPRO-,Oxacillin,#N/A,51,33,#N/A,12,23
STAPHYLOCOCCUS SAPRO-,Vancomycin,#N/A,51,100,#N/A,12,25
STAPHYLOCOCCUS SAPRO-,Rifampin,#N/A,51,100,#N/A,12,26
STENOTROPH MALTOPHILIA COMM WIDE,Ceftazidime,#N/A,306,32,#N/A,13,7
STENOTROPH MALTOPHILIA COMM WIDE,Levofloxacin,#N/A,306,77,#N/A,13,12
STENOTROPH MALTOPHILIA COMM WIDE,Minocycline,#N/A,306,100,#N/A,13,17
STENOTROPH MALTOPHILIA COMM WIDE,Trimethoprim/ sulfamethoxazole,#N/A,306,95,#N/A,13,18
ACINETOBACT BAUMANII COMM WIDE,Ampicillin/sulbactam,#N/A,93,65,#N/A,14,2
ACINETOBACT BAUMANII COMM WIDE,Piperacillin/tazobactam,#N/A,93,25,#N/A,14,3
ACINETOBACT BAUMANII COMM WIDE,Cefepime,#N/A,93,43,#N/A,14,6
ACINETOBACT BAUMANII COMM WIDE,Ceftazidime,#N/A,93,32,#N/A,14,7
ACINETOBACT BAUMANII COMM WIDE,Ceftriaxone,#N/A,93,8,#N/A,14,8
ACINETOBACT BAUMANII COMM WIDE,Meropenem,#N/A,93,27,#N/A,14,10
ACINETOBACT BAUMANII COMM WIDE,Ciprofloxacin,#N/A,93,24,#N/A,14,11
ACINETOBACT BAUMANII COMM WIDE,Levofloxacin,#N/A,93,24,#N/A,14,12
ACINETOBACT BAUMANII COMM WIDE,Gentamicin,#N/A,93,57,#N/A,14,13
ACINETOBACT BAUMANII COMM WIDE,Tobramycin,#N/A,93,94,#N/A,14,14
ACINETOBACT BAUMANII COMM WIDE,Amikacin,#N/A,93,100,#N/A,14,15
ACINETOBACT BAUMANII COMM WIDE,Tetracycline,#N/A,93,34,#N/A,14,16
ACINETOBACT BAUMANII COMM WIDE,Trimethoprim/ sulfamethoxazole,#N/A,93,44,#N/A,14,18
STREP PNEUMONIAE COMM WIDE,Ceftriaxone,#N/A,54,91,#N/A,15,8
STREP PNEUMONIAE COMM WIDE,Levofloxacin,#N/A,54,98,#N/A,15,12
STREP PNEUMONIAE COMM WIDE,Tetracycline,#N/A,54,75,#N/A,15,16
STREP PNEUMONIAE COMM WIDE,Trimethoprim/ sulfamethoxazole,#N/A,54,80,#N/A,15,18
STREP PNEUMONIAE COMM WIDE,Clindamycin,#N/A,54,83,#N/A,15,20
STREP PNEUMONIAE COMM WIDE,Erythromycin,#N/A,54,49,#N/A,15,21
STREP PNEUMONIAE COMM WIDE,Azithromycin,#N/A,54,49,#N/A,15,22
STREP PNEUMONIAE COMM WIDE,Penicillin,#N/A,54,99,#N/A,15,24
STREP PNEUMONIAE COMM WIDE,Vancomycin,#N/A,54,100,#N/A,15,25
STREP PNEUMONIAE COMM WIDE,Linezolid,#N/A,54,100,#N/A,15,28
HAEM INFLUENZAE COMM WIDE,Ampicillin,#N/A,48,71,#N/A,16,0
HAEM INFLUENZAE COMM WIDE,Ceftriaxone,#N/A,48,100,#N/A,16,8
HAEM INFLUENZAE COMM WIDE,Ciprofloxacin,#N/A,48,100,#N/A,16,11
HAEM INFLUENZAE COMM WIDE,Levofloxacin,#N/A,48,98,#N/A,16,12
HAEM INFLUENZAE COMM WIDE,Tetracycline,#N/A,48,77,#N/A,16,16
HAEM INFLUENZAE COMM WIDE,Trimethoprim/ sulfamethoxazole,#N/A,48,75,#N/A,16,18
