organism_name,antibiotic_name,antibiotic_route,isolates,value,sample_info,row,column
KLEBSIELLA OXYTOCA,Ceftazidime,#N/A,42,94,#N/A,6,6
KLEBSIELLA OXYTOCA,Ceftriaxone,#N/A,42,94,#N/A,6,7
KLEBSIELLA OXYTOCA,Ertapenem,#N/A,42,99,#N/A,6,8
KLEBSIELLA OXYTOCA,Meropenem,#N/A,42,100,#N/A,6,9
KLEBSIELLA OXYTOCA,Ciprofloxacin,#N/A,42,96,#N/A,6,10
KLEBSIELLA OXYTOCA,Levofloxacin,#N/A,42,96,#N/A,6,11
KLEBSIELLA OXYTOCA,Gentamicin,#N/A,42,100,#N/A,6,12
KLEBSIELLA OXYTOCA,Tobramycin,#N/A,42,100,#N/A,6,13
KLEBSIELLA OXYTOCA,Amikacin,#N/A,42,100,#N/A,6,14
KLEBSIELLA OXYTOCA,Tetracycline,#N/A,42,95,#N/A,6,15
KLEBSIELLA OXYTOCA,Trimethoprim/sulfamethoxazole,#N/A,42,98,#N/A,6,17
KLEBSIELLA OXYTOCA,Nitrofurantoin,#N/A,42,80,#N/A,6,18
PSEUDOMONAS AERUGINOSA,Ampicillin,#N/A,233,R,#N/A,7,0
PSEUDOMONAS AERUGINOSA,Amoxicillin/clavulan,#N/A,233,R,#N/A,7,1
PSEUDOMONAS AERUGINOSA,Piperacillin/tazobactam,#N/A,233,83,#N/A,7,3
PSEUDOMONAS AERUGINOSA,Cefazolin,#N/A,233,R,#N/A,7,4
PSEUDOMONAS AERUGINOSA,Cefepime,#N/A,233,86,#N/A,7,5
PSEUDOMONAS AERUGINOSA,Ceftazidime,#N/A,233,85,#N/A,7,6
PSEUDOMONAS AERUGINOSA,Ceftriaxone,#N/A,233,R,#N/A,7,7
PSEUDOMONAS AERUGINOSA,Ertapenem,#N/A,233,R,#N/A,7,8
PSEUDOMONAS AERUGINOSA,Meropenem,#N/A,233,85,#N/A,7,9
PSEUDOMONAS AERUGINOSA,Ciprofloxacin,#N/A,233,86,#N/A,7,10
PSEUDOMONAS AERUGINOSA,Levofloxacin,#N/A,233,71,#N/A,7,11
PSEUDOMONAS AERUGINOSA,Gentamicin,#N/A,233,97,#N/A,7,12
PSEUDOMONAS AERUGINOSA,Tobramycin,#N/A,233,100,#N/A,7,13
PSEUDOMONAS AERUGINOSA,Amikacin,#N/A,233,100,#N/A,7,14
PSEUDOMONAS AERUGINOSA,Tetracycline,#N/A,233,R,#N/A,7,15
PSEUDOMONAS AERUGINOSA,Trimethoprim/sulfamethoxazole,#N/A,233,R,#N/A,7,17
PSEUDOMONAS AERUGINOSA,Nitrofurantoin,#N/A,233,R,#N/A,7,18
"ENTEROCOCCUS SP., VSE",Ampicillin,#N/A,85,97,#N/A,8,0
"ENTEROCOCCUS SP., VSE",Ciprofloxacin,#N/A,85,79,#N/A,8,10
"ENTEROCOCCUS SP., VSE",Levofloxacin,#N/A,85,82,#N/A,8,11
"ENTEROCOCCUS SP., VSE",Nitrofurantoin,#N/A,85,95,#N/A,8,18
"ENTEROCOCCUS SP., VSE",Vancomycin,#N/A,85,100,#N/A,8,24
"ENTEROCOCCUS SP., VSE",Daptomycin,#N/A,85,67,#N/A,8,26
"ENTEROCOCCUS SP., VSE",Linezolid,#N/A,85,100,#N/A,8,27
"ENTEROCOCCUS SP., VSE",Gentamicin-Synergy,#N/A,85,94,#N/A,8,28
"ENTEROCOCCUS SP., VRE",Ampicillin,#N/A,48,21,#N/A,9,0
"ENTEROCOCCUS SP., VRE",Nitrofurantoin,#N/A,48,26,#N/A,9,18
"ENTEROCOCCUS SP., VRE",Daptomycin,#N/A,48,93,#N/A,9,26
"ENTEROCOCCUS SP., VRE",Linezolid,#N/A,48,97,#N/A,9,27
"ENTEROCOCCUS SP., VRE",Gentamicin-Synergy,#N/A,48,86,#N/A,9,28
"STAPH. AUREUS, MSSA",Ciprofloxacin,#N/A,309,87,#N/A,10,10
"STAPH. AUREUS, MSSA",Levofloxacin,#N/A,309,89,#N/A,10,11
"STAPH. AUREUS, MSSA",Gentamicin,#N/A,309,100,#N/A,10,12
"STAPH. AUREUS, MSSA",Tetracycline,#N/A,309,91,#N/A,10,15
"STAPH. AUREUS, MSSA",Trimethoprim/sulfamethoxazole,#N/A,309,93,#N/A,10,17
"STAPH. AUREUS, MSSA",Nitrofurantoin,#N/A,309,100,#N/A,10,18
"STAPH. AUREUS, MSSA",Clindamycin,#N/A,309,79,#N/A,10,19
"STAPH. AUREUS, MSSA",Erythromycin,#N/A,309,66,#N/A,10,20
"STAPH. AUREUS, MSSA",Oxacillin,#N/A,309,100,#N/A,10,22
"STAPH. AUREUS, MSSA",Vancomycin,#N/A,309,100,#N/A,10,24
"STAPH. AUREUS, MSSA",Rifampin,#N/A,309,100,#N/A,10,25
"STAPH. AUREUS, MSSA",Daptomycin,#N/A,309,100,#N/A,10,26
"STAPH. AUREUS, MSSA",Linezolid,#N/A,309,100,#N/A,10,27
"STAPH. AUREUS, MRSA",Ciprofloxacin,#N/A,257,29,#N/A,11,10
"STAPH. AUREUS, MRSA",Levofloxacin,#N/A,257,29,#N/A,11,11
"STAPH. AUREUS, MRSA",Gentamicin,#N/A,257,100,#N/A,11,12
"STAPH. AUREUS, MRSA",Tetracycline,#N/A,257,86,#N/A,11,15
"STAPH. AUREUS, MRSA",Trimethoprim/sulfamethoxazole,#N/A,257,92,#N/A,11,17
"STAPH. AUREUS, MRSA",Nitrofurantoin,#N/A,257,100,#N/A,11,18
"STAPH. AUREUS, MRSA",Clindamycin,#N/A,257,74,#N/A,11,19
"STAPH. AUREUS, MRSA",Erythromycin,#N/A,257,19,#N/A,11,20
"STAPH. AUREUS, MRSA",Vancomycin,#N/A,257,100,#N/A,11,24
"STAPH. AUREUS, MRSA",Rifampin,#N/A,257,99,#N/A,11,25
"STAPH. AUREUS, MRSA",Daptomycin,#N/A,257,100,#N/A,11,26
"STAPH. AUREUS, MRSA",Linezolid,#N/A,257,100,#N/A,11,27
STAPHYLOCOCCUS EPIDE-,Ciprofloxacin,#N/A,46,55,#N/A,12,10
STAPHYLOCOCCUS EPIDE-,Levofloxacin,#N/A,46,57,#N/A,12,11
STAPHYLOCOCCUS EPIDE-,Gentamicin,#N/A,46,81,#N/A,12,12
STAPHYLOCOCCUS EPIDE-,Tetracycline,#N/A,46,67,#N/A,12,15
STAPHYLOCOCCUS EPIDE-,Trimethoprim/sulfamethoxazole,#N/A,46,58,#N/A,12,17
STAPHYLOCOCCUS EPIDE-,Nitrofurantoin,#N/A,46,100,#N/A,12,18
STAPHYLOCOCCUS EPIDE-,Clindamycin,#N/A,46,47,#N/A,12,19
STAPHYLOCOCCUS EPIDE-,Erythromycin,#N/A,46,37,#N/A,12,20
STAPHYLOCOCCUS EPIDE-,Oxacillin,#N/A,46,20,#N/A,12,22
STAPHYLOCOCCUS EPIDE-,Vancomycin,#N/A,46,100,#N/A,12,24
STAPHYLOCOCCUS EPIDE-,Rifampin,#N/A,46,100,#N/A,12,25
STAPHYLOCOCCUS EPIDE-,Daptomycin,#N/A,46,100,#N/A,12,26
STAPHYLOCOCCUS EPIDE-,Linezolid,#N/A,46,100,#N/A,12,27
"STAPH. SPECIES,  COAG.NEG",Ciprofloxacin,#N/A,43,71,#N/A,13,10
"STAPH. SPECIES,  COAG.NEG",Levofloxacin,#N/A,43,73,#N/A,13,11
"STAPH. SPECIES,  COAG.NEG",Gentamicin,#N/A,43,100,#N/A,13,12
"STAPH. SPECIES,  COAG.NEG",Tetracycline,#N/A,43,79,#N/A,13,15
"STAPH. SPECIES,  COAG.NEG",Trimethoprim/sulfamethoxazole,#N/A,43,73,#N/A,13,17
"STAPH. SPECIES,  COAG.NEG",Nitrofurantoin,#N/A,43,97,#N/A,13,18
"STAPH. SPECIES,  COAG.NEG",Clindamycin,#N/A,43,69,#N/A,13,19
"STAPH. SPECIES,  COAG.NEG",Erythromycin,#N/A,43,31,#N/A,13,20
"STAPH. SPECIES,  COAG.NEG",Oxacillin,#N/A,43,46,#N/A,13,22
"STAPH. SPECIES,  COAG.NEG",Vancomycin,#N/A,43,99,#N/A,13,24
"STAPH. SPECIES,  COAG.NEG",Rifampin,#N/A,43,99,#N/A,13,25
"STAPH. SPECIES,  COAG.NEG",Daptomycin,#N/A,43,100,#N/A,13,26
"STAPH. SPECIES,  COAG.NEG",Linezolid,#N/A,43,100,#N/A,13,27
STENOTROPH MALTOPHILIA COMM WIDE,Ceftazidime,#N/A,306,32,#N/A,14,6
STENOTROPH MALTOPHILIA COMM WIDE,Levofloxacin,#N/A,306,77,#N/A,14,11
STENOTROPH MALTOPHILIA COMM WIDE,Minocycline,#N/A,306,100,#N/A,14,16
STENOTROPH MALTOPHILIA COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,306,95,#N/A,14,17
ACINETOBACT BAUMANII COMM WIDE,Ampicillin/Sulbactam,#N/A,93,65,#N/A,15,2
ACINETOBACT BAUMANII COMM WIDE,Piperacillin/tazobactam,#N/A,93,25,#N/A,15,3
ACINETOBACT BAUMANII COMM WIDE,Cefepime,#N/A,93,43,#N/A,15,5
ACINETOBACT BAUMANII COMM WIDE,Ceftazidime,#N/A,93,32,#N/A,15,6
ACINETOBACT BAUMANII COMM WIDE,Ceftriaxone,#N/A,93,8,#N/A,15,7
ACINETOBACT BAUMANII COMM WIDE,Meropenem,#N/A,93,27,#N/A,15,9
ACINETOBACT BAUMANII COMM WIDE,Ciprofloxacin,#N/A,93,24,#N/A,15,10
ACINETOBACT BAUMANII COMM WIDE,Levofloxacin,#N/A,93,24,#N/A,15,11
ACINETOBACT BAUMANII COMM WIDE,Gentamicin,#N/A,93,57,#N/A,15,12
ACINETOBACT BAUMANII COMM WIDE,Tobramycin,#N/A,93,94,#N/A,15,13
ACINETOBACT BAUMANII COMM WIDE,Amikacin,#N/A,93,100,#N/A,15,14
ACINETOBACT BAUMANII COMM WIDE,Tetracycline,#N/A,93,34,#N/A,15,15
ACINETOBACT BAUMANII COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,93,44,#N/A,15,17
STREP PNEUMONIAE COMM WIDE,Ceftriaxone,#N/A,54,91,#N/A,16,7
STREP PNEUMONIAE COMM WIDE,Levofloxacin,#N/A,54,98,#N/A,16,11
STREP PNEUMONIAE COMM WIDE,Tetracycline,#N/A,54,75,#N/A,16,15
STREP PNEUMONIAE COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,54,80,#N/A,16,17
STREP PNEUMONIAE COMM WIDE,Clindamycin,#N/A,54,83,#N/A,16,19
STREP PNEUMONIAE COMM WIDE,Erythromycin,#N/A,54,49,#N/A,16,20
STREP PNEUMONIAE COMM WIDE,Azithromycin,#N/A,54,49,#N/A,16,21
STREP PNEUMONIAE COMM WIDE,Penicillin,#N/A,54,99,#N/A,16,23
STREP PNEUMONIAE COMM WIDE,Vancomycin,#N/A,54,100,#N/A,16,24
STREP PNEUMONIAE COMM WIDE,Linezolid,#N/A,54,100,#N/A,16,27
HAEM INFLUENZAE COMM WIDE,Ampicillin,#N/A,48,71,#N/A,17,0
HAEM INFLUENZAE COMM WIDE,Ceftriaxone,#N/A,48,100,#N/A,17,7
HAEM INFLUENZAE COMM WIDE,Ciprofloxacin,#N/A,48,100,#N/A,17,10
HAEM INFLUENZAE COMM WIDE,Levofloxacin,#N/A,48,98,#N/A,17,11
HAEM INFLUENZAE COMM WIDE,Tetracycline,#N/A,48,77,#N/A,17,15
HAEM INFLUENZAE COMM WIDE,Trimethoprim/sulfamethoxazole,#N/A,48,75,#N/A,17,17
